train_name,train_number,current_station,next_station,distance_km,scheduled_travel_time_min,weather,congestion_level,historical_avg_delay_min,day_of_week,hour_of_day,actual_delay_min
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,94.3,94.3,Clear,Low,8.7,Thu,2,3.8
Tejas Express,22119,Ratlam Jn,Vadodara Jn,65.3,65.3,Clear,High,5.2,Tue,18,19.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,147.3,147.3,Clear,Medium,1.8,Mon,19,15.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,30.3,30.3,Rain,Low,5.9,Wed,5,14.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,60.5,60.5,Clear,Low,1.8,Sat,23,0.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,91.2,91.2,Rain,High,4.7,Tue,19,33.5
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,120.5,120.5,Clear,Medium,10.7,Fri,11,18.1
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,89.4,89.4,Clear,Medium,6.5,Wed,16,9.9
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,85.6,85.6,Clear,Low,1.0,Tue,7,0.0
Shatabdi Express,12009,Surat,Mumbai Central,121.8,121.8,Clear,Low,14.2,Tue,20,9.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,147.8,147.8,Clear,Low,10.6,Sun,12,5.2
Tejas Express,22119,Surat,Mumbai Central,80.7,80.7,Fog,Medium,15.7,Sun,23,33.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,88.1,88.1,Clear,Medium,10.0,Tue,2,18.0
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,35.0,35.0,Rain,Low,6.0,Thu,6,6.2
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,76.6,76.6,Fog,Low,17.3,Sat,4,26.5
Shatabdi Express,12009,Vadodara Jn,Surat,51.8,51.8,Clear,Low,8.8,Thu,22,4.3
Tejas Express,22119,Ratlam Jn,Vadodara Jn,134.7,134.7,Clear,Low,1.0,Sat,3,5.0
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,26.9,26.9,Clear,Low,13.1,Fri,9,5.8
Shatabdi Express,12009,Surat,Mumbai Central,91.7,91.7,Clear,High,16.9,Wed,6,24.1
Shatabdi Express,12009,Surat,Mumbai Central,41.6,41.6,Heavy Rain,Low,14.2,Mon,16,29.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,68.3,68.3,Clear,Low,12.3,Wed,9,4.7
Shatabdi Express,12009,New Delhi,Kota Jn,124.2,124.2,Clear,High,15.2,Fri,1,26.9
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,141.3,141.3,Clear,Medium,8.8,Wed,4,16.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,32.1,32.1,Clear,Low,0.8,Tue,6,0.0
Tejas Express,22119,Surat,Mumbai Central,45.2,45.2,Fog,High,8.5,Tue,0,40.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,131.6,131.6,Clear,Low,1.3,Tue,21,0.4
Tejas Express,22119,New Delhi,Kota Jn,30.4,30.4,Clear,High,12.3,Sun,15,30.9
Shatabdi Express,12009,Surat,Mumbai Central,92.6,92.6,Rain,Medium,6.6,Fri,4,22.9
Shatabdi Express,12009,Surat,Mumbai Central,121.2,121.2,Clear,Medium,8.7,Fri,9,12.1
Tejas Express,22119,Vadodara Jn,Surat,26.7,26.7,Clear,Medium,5.2,Fri,7,15.8
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,80.4,80.4,Clear,Low,10.8,Sat,12,4.0
Tejas Express,22119,Surat,Mumbai Central,63.1,63.1,Clear,Low,9.6,Mon,10,9.1
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,72.8,72.8,Clear,Low,19.6,Wed,3,8.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,83.2,83.2,Heavy Rain,High,7.9,Thu,7,46.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,99.4,99.4,Clear,Low,6.5,Mon,3,2.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,123.5,123.5,Clear,Medium,9.9,Sun,22,10.8
August Kranti Rajdhani,12953,New Delhi,Kota Jn,20.3,20.3,Clear,Low,19.7,Sat,22,8.5
Shatabdi Express,12009,Surat,Mumbai Central,31.4,31.4,Clear,Low,2.0,Mon,1,6.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,122.6,122.6,Rain,Medium,9.8,Wed,19,20.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,57.0,57.0,Clear,Medium,5.2,Sat,16,14.0
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,98.8,98.8,Fog,Low,17.0,Sat,15,25.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,143.7,143.7,Clear,Medium,16.3,Tue,9,17.3
Shatabdi Express,12009,Kota Jn,Ratlam Jn,51.3,51.3,Clear,Low,1.6,Mon,4,1.7
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,36.4,36.4,Fog,Low,6.7,Tue,22,16.6
Tejas Express,22119,Vadodara Jn,Surat,73.3,73.3,Rain,Medium,13.4,Wed,22,27.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,105.3,105.3,Clear,Low,6.9,Sun,8,0.0
Tejas Express,22119,Kota Jn,Ratlam Jn,125.6,125.6,Clear,High,15.7,Thu,4,31.5
Shatabdi Express,12009,Vadodara Jn,Surat,105.6,105.6,Heavy Rain,Medium,17.4,Sun,5,40.5
Shatabdi Express,12009,Vadodara Jn,Surat,32.1,32.1,Rain,Low,0.8,Fri,19,4.8
Tejas Express,22119,Ratlam Jn,Vadodara Jn,137.9,137.9,Fog,Low,15.4,Sat,10,24.0
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,20.4,20.4,Clear,Medium,10.0,Wed,21,12.1
Shatabdi Express,12009,Surat,Mumbai Central,70.8,70.8,Clear,Medium,18.5,Sun,23,16.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,145.3,145.3,Clear,Low,19.9,Wed,10,9.5
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,96.6,96.6,Heavy Rain,Low,16.6,Thu,19,32.5
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,128.5,128.5,Clear,Low,17.8,Sun,7,12.4
Shatabdi Express,12009,Vadodara Jn,Surat,54.5,54.5,Clear,Low,19.0,Thu,0,9.0
Tejas Express,22119,New Delhi,Kota Jn,144.6,144.6,Rain,Low,16.3,Thu,0,16.6
Shatabdi Express,12009,Surat,Mumbai Central,106.2,106.2,Clear,Medium,10.7,Sun,3,15.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,92.9,92.9,Clear,Medium,4.0,Mon,10,13.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,22.7,22.7,Clear,Medium,5.2,Sat,8,14.2
Tejas Express,22119,Kota Jn,Ratlam Jn,137.8,137.8,Clear,Low,2.0,Wed,17,5.3
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,147.8,147.8,Rain,High,0.1,Sun,8,25.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,119.4,119.4,Clear,Medium,16.7,Fri,3,18.7
Tejas Express,22119,Surat,Mumbai Central,56.2,56.2,Clear,Medium,7.1,Tue,17,12.5
Shatabdi Express,12009,New Delhi,Kota Jn,138.4,138.4,Fog,High,15.3,Tue,4,47.5
Shatabdi Express,12009,Kota Jn,Ratlam Jn,87.9,87.9,Fog,Low,19.8,Wed,0,27.5
Shatabdi Express,12009,Vadodara Jn,Surat,123.0,123.0,Clear,Medium,15.5,Tue,6,16.8
Tejas Express,22119,Surat,Mumbai Central,117.2,117.2,Clear,High,4.5,Sun,15,23.9
Tejas Express,22119,Vadodara Jn,Surat,61.9,61.9,Clear,High,0.7,Fri,11,17.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,104.3,104.3,Clear,Medium,19.4,Mon,4,23.3
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,87.7,87.7,Fog,Medium,9.5,Fri,23,30.2
Shatabdi Express,12009,New Delhi,Kota Jn,101.2,101.2,Clear,Medium,6.3,Sun,13,11.2
Shatabdi Express,12009,New Delhi,Kota Jn,131.6,131.6,Clear,Low,19.3,Wed,12,6.1
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,64.2,64.2,Clear,Low,10.6,Wed,23,1.1
Shatabdi Express,12009,Vadodara Jn,Surat,23.0,23.0,Heavy Rain,Low,14.2,Fri,19,35.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,34.7,34.7,Heavy Rain,Medium,6.4,Fri,6,34.4
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,26.4,26.4,Clear,Medium,15.1,Mon,22,21.6
Shatabdi Express,12009,Surat,Mumbai Central,105.5,105.5,Clear,Low,18.6,Thu,2,7.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,116.3,116.3,Clear,Low,18.9,Thu,1,4.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,72.8,72.8,Clear,Low,18.8,Tue,2,13.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,44.1,44.1,Rain,Medium,2.1,Thu,6,22.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,115.9,115.9,Rain,Medium,4.8,Sat,16,19.5
Shatabdi Express,12009,Surat,Mumbai Central,123.3,123.3,Fog,Low,11.0,Tue,19,16.1
Tejas Express,22119,Kota Jn,Ratlam Jn,127.3,127.3,Clear,Low,19.5,Fri,9,8.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,100.1,100.1,Rain,Medium,5.1,Mon,3,21.7
Tejas Express,22119,Surat,Mumbai Central,44.9,44.9,Clear,Low,3.7,Mon,21,3.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,112.4,112.4,Clear,Low,0.9,Thu,4,0.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,144.7,144.7,Clear,Medium,14.3,Mon,13,20.4
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,46.8,46.8,Clear,Medium,15.7,Wed,13,21.6
Tejas Express,22119,Surat,Mumbai Central,108.4,108.4,Clear,Low,12.7,Wed,6,3.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,83.6,83.6,Clear,Low,0.1,Mon,1,0.0
Tejas Express,22119,Surat,Mumbai Central,57.6,57.6,Clear,High,2.8,Thu,0,19.2
Tejas Express,22119,Surat,Mumbai Central,28.5,28.5,Clear,Low,4.5,Sun,8,0.0
Tejas Express,22119,Vadodara Jn,Surat,55.1,55.1,Clear,Low,2.7,Sat,15,4.2
Tejas Express,22119,Kota Jn,Ratlam Jn,148.2,148.2,Clear,Medium,2.9,Wed,16,9.1
Shatabdi Express,12009,New Delhi,Kota Jn,55.3,55.3,Fog,Medium,14.9,Fri,3,27.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,52.8,52.8,Clear,High,18.6,Fri,16,32.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,147.1,147.1,Clear,High,6.5,Fri,13,25.1
Shatabdi Express,12009,New Delhi,Kota Jn,82.5,82.5,Clear,Medium,14.4,Sat,8,16.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,107.1,107.1,Heavy Rain,Medium,7.1,Fri,6,37.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,26.0,26.0,Clear,Low,4.8,Tue,13,0.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,33.4,33.4,Rain,Low,17.3,Thu,17,13.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,108.5,108.5,Heavy Rain,Low,2.7,Tue,11,28.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,53.3,53.3,Rain,Low,19.8,Thu,6,19.3
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,140.1,140.1,Fog,Low,5.0,Sat,20,18.5
August Kranti Rajdhani,12953,New Delhi,Kota Jn,81.9,81.9,Clear,Low,15.1,Sun,15,9.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,135.4,135.4,Clear,Medium,4.6,Mon,13,13.1
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,117.9,117.9,Clear,Low,14.8,Fri,0,12.2
Shatabdi Express,12009,Kota Jn,Ratlam Jn,42.4,42.4,Clear,Medium,14.6,Tue,6,14.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,79.9,79.9,Fog,Low,2.7,Sat,6,12.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,128.5,128.5,Clear,Medium,16.7,Thu,0,15.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,24.6,24.6,Clear,Medium,8.4,Tue,6,10.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,74.0,74.0,Clear,Medium,3.3,Sat,17,13.8
Shatabdi Express,12009,Vadodara Jn,Surat,40.5,40.5,Heavy Rain,Medium,11.3,Thu,5,45.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,61.0,61.0,Fog,High,16.0,Tue,12,46.4
Shatabdi Express,12009,Vadodara Jn,Surat,120.4,120.4,Clear,Low,11.6,Tue,1,8.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,143.4,143.4,Clear,Low,18.2,Sat,4,9.9
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,43.4,43.4,Rain,Medium,4.8,Sun,19,15.9
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,90.1,90.1,Clear,Medium,1.9,Fri,4,8.5
August Kranti Rajdhani,12953,New Delhi,Kota Jn,75.6,75.6,Rain,Low,16.1,Sat,2,13.2
August Kranti Rajdhani,12953,Surat,Mumbai Central,77.5,77.5,Clear,Medium,1.6,Thu,5,13.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,23.9,23.9,Fog,Medium,15.5,Sun,23,34.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,61.9,61.9,Fog,Medium,11.7,Tue,15,26.7
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,121.9,121.9,Clear,Low,15.7,Fri,0,10.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,60.7,60.7,Fog,Medium,10.1,Wed,8,27.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,91.0,91.0,Clear,Medium,10.8,Fri,2,13.3
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,127.2,127.2,Clear,Medium,0.8,Mon,16,9.2
Tejas Express,22119,Vadodara Jn,Surat,23.4,23.4,Clear,Low,5.2,Wed,20,0.1
Shatabdi Express,12009,New Delhi,Kota Jn,67.0,67.0,Clear,Medium,8.1,Tue,13,14.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,86.5,86.5,Heavy Rain,Low,1.0,Tue,18,23.6
Tejas Express,22119,New Delhi,Kota Jn,91.8,91.8,Clear,Low,8.1,Fri,19,1.4
Tejas Express,22119,Surat,Mumbai Central,66.2,66.2,Heavy Rain,Medium,15.6,Sun,16,47.3
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,28.4,28.4,Clear,Low,2.4,Sun,16,0.1
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,139.0,139.0,Fog,Low,14.7,Sat,5,27.0
Tejas Express,22119,Vadodara Jn,Surat,134.5,134.5,Clear,Low,14.4,Sat,2,4.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,51.5,51.5,Fog,Low,8.0,Sat,5,20.8
Shatabdi Express,12009,Vadodara Jn,Surat,58.7,58.7,Clear,High,15.1,Sat,23,23.9
Tejas Express,22119,Kota Jn,Ratlam Jn,33.5,33.5,Heavy Rain,Low,9.2,Thu,9,25.0
Tejas Express,22119,Kota Jn,Ratlam Jn,66.1,66.1,Fog,Medium,17.3,Thu,7,29.0
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,90.7,90.7,Clear,Low,17.3,Sat,2,10.9
Tejas Express,22119,Vadodara Jn,Surat,60.0,60.0,Fog,High,10.3,Fri,16,44.8
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,115.0,115.0,Clear,Medium,10.0,Wed,10,11.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,99.3,99.3,Fog,Medium,6.8,Sat,1,26.3
Shatabdi Express,12009,Kota Jn,Ratlam Jn,46.6,46.6,Clear,High,16.5,Fri,8,25.1
Shatabdi Express,12009,New Delhi,Kota Jn,71.3,71.3,Clear,Low,2.0,Fri,14,0.0
Tejas Express,22119,New Delhi,Kota Jn,90.8,90.8,Fog,Low,11.9,Tue,15,22.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,72.6,72.6,Clear,Low,17.6,Sat,2,12.3
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,119.0,119.0,Clear,High,19.8,Fri,13,25.9
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,138.5,138.5,Clear,Low,16.2,Wed,13,9.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,36.6,36.6,Clear,High,4.9,Thu,20,21.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,114.8,114.8,Rain,Medium,19.2,Mon,19,31.7
August Kranti Rajdhani,12953,Vadodara Jn,Surat,67.8,67.8,Fog,Low,1.2,Mon,3,13.7
Shatabdi Express,12009,New Delhi,Kota Jn,90.1,90.1,Clear,Low,9.5,Fri,4,8.2
Tejas Express,22119,Kota Jn,Ratlam Jn,42.2,42.2,Fog,High,12.1,Mon,7,41.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,63.6,63.6,Clear,Low,18.7,Sun,23,11.3
Shatabdi Express,12009,Kota Jn,Ratlam Jn,87.6,87.6,Clear,Medium,16.6,Sun,10,19.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,141.6,141.6,Clear,High,14.9,Mon,3,27.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,121.4,121.4,Clear,Low,3.9,Fri,6,6.9
Shatabdi Express,12009,Vadodara Jn,Surat,71.7,71.7,Fog,Medium,15.3,Sat,14,31.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,142.2,142.2,Clear,High,15.4,Wed,11,25.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,86.2,86.2,Clear,Medium,9.7,Thu,17,18.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,47.4,47.4,Clear,Low,15.0,Tue,9,2.9
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,148.1,148.1,Fog,Low,4.7,Fri,23,21.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,26.0,26.0,Clear,Low,14.5,Sat,11,2.8
Tejas Express,22119,New Delhi,Kota Jn,98.7,98.7,Clear,Low,11.3,Sun,9,7.8
Shatabdi Express,12009,Surat,Mumbai Central,43.6,43.6,Clear,High,19.8,Tue,12,30.7
Tejas Express,22119,Surat,Mumbai Central,94.5,94.5,Clear,Medium,5.9,Fri,19,13.4
Tejas Express,22119,New Delhi,Kota Jn,135.6,135.6,Clear,Medium,7.3,Fri,7,12.5
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,93.5,93.5,Clear,Medium,17.7,Sun,6,19.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,34.1,34.1,Rain,Medium,4.5,Sun,13,23.1
Tejas Express,22119,Surat,Mumbai Central,92.8,92.8,Rain,Low,14.0,Thu,4,19.9
Tejas Express,22119,New Delhi,Kota Jn,79.4,79.4,Clear,High,12.8,Tue,9,23.1
August Kranti Rajdhani,12953,Surat,Mumbai Central,98.9,98.9,Clear,Medium,18.2,Fri,4,20.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,127.6,127.6,Rain,High,17.7,Tue,22,33.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,23.9,23.9,Rain,Medium,8.1,Fri,21,24.7
August Kranti Rajdhani,12953,Vadodara Jn,Surat,105.9,105.9,Clear,Medium,11.5,Sat,2,14.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,93.0,93.0,Rain,Low,16.6,Sun,6,20.1
Shatabdi Express,12009,Surat,Mumbai Central,63.8,63.8,Rain,Low,16.9,Thu,17,19.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,96.4,96.4,Fog,Medium,5.4,Sun,0,31.7
August Kranti Rajdhani,12953,Vadodara Jn,Surat,117.8,117.8,Clear,Medium,10.3,Thu,2,16.1
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,128.4,128.4,Fog,Medium,1.5,Sun,19,27.4
Shatabdi Express,12009,New Delhi,Kota Jn,26.2,26.2,Clear,Medium,12.2,Wed,20,13.9
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,27.1,27.1,Clear,Low,12.6,Fri,14,3.3
Tejas Express,22119,Kota Jn,Ratlam Jn,26.5,26.5,Clear,Medium,5.4,Thu,14,16.7
Shatabdi Express,12009,Vadodara Jn,Surat,41.1,41.1,Fog,Low,2.8,Sun,13,15.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,37.8,37.8,Clear,Medium,14.9,Sat,15,17.3
Tejas Express,22119,New Delhi,Kota Jn,147.7,147.7,Clear,High,1.3,Mon,12,23.4
Shatabdi Express,12009,New Delhi,Kota Jn,146.1,146.1,Clear,Low,1.8,Wed,11,0.0
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,64.8,64.8,Heavy Rain,Low,10.9,Mon,6,26.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,30.2,30.2,Clear,Low,4.4,Sun,16,1.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,80.8,80.8,Clear,High,7.5,Thu,2,20.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,54.4,54.4,Clear,High,17.3,Tue,12,26.8
Shatabdi Express,12009,Surat,Mumbai Central,25.6,25.6,Rain,Low,5.7,Thu,6,6.3
Shatabdi Express,12009,New Delhi,Kota Jn,71.8,71.8,Clear,High,18.1,Thu,21,31.4
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,29.8,29.8,Rain,Medium,17.6,Fri,17,30.7
August Kranti Rajdhani,12953,New Delhi,Kota Jn,101.7,101.7,Clear,High,8.4,Wed,23,24.9
Tejas Express,22119,Surat,Mumbai Central,76.9,76.9,Fog,High,4.6,Tue,3,40.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,108.6,108.6,Clear,Low,4.6,Sat,0,4.8
Tejas Express,22119,Surat,Mumbai Central,90.8,90.8,Fog,Low,18.5,Thu,22,20.4
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,131.9,131.9,Clear,High,10.4,Sun,0,28.3
Shatabdi Express,12009,New Delhi,Kota Jn,68.9,68.9,Clear,Medium,3.4,Wed,10,8.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,149.0,149.0,Fog,Medium,0.3,Thu,3,23.5
Shatabdi Express,12009,Vadodara Jn,Surat,94.0,94.0,Fog,Medium,15.4,Fri,4,29.4
Shatabdi Express,12009,Surat,Mumbai Central,71.7,71.7,Clear,Medium,0.8,Sun,21,11.3
Shatabdi Express,12009,Kota Jn,Ratlam Jn,75.9,75.9,Fog,Low,10.9,Tue,4,15.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,123.8,123.8,Heavy Rain,Medium,4.6,Thu,23,40.7
Shatabdi Express,12009,Surat,Mumbai Central,146.0,146.0,Fog,Low,12.1,Fri,16,24.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,56.9,56.9,Clear,Medium,9.2,Mon,22,17.7
Tejas Express,22119,New Delhi,Kota Jn,66.4,66.4,Clear,High,8.0,Tue,17,22.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,141.4,141.4,Clear,Low,1.6,Sat,20,1.9
Tejas Express,22119,Vadodara Jn,Surat,99.4,99.4,Clear,Medium,17.1,Thu,16,19.2
Tejas Express,22119,Kota Jn,Ratlam Jn,128.8,128.8,Clear,Medium,3.9,Mon,20,16.9
Shatabdi Express,12009,Surat,Mumbai Central,20.1,20.1,Fog,Medium,15.8,Sat,8,31.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,118.2,118.2,Clear,Medium,6.6,Mon,0,12.9
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,56.3,56.3,Clear,Medium,6.9,Wed,5,12.1
Tejas Express,22119,Vadodara Jn,Surat,97.2,97.2,Clear,Low,16.3,Sat,7,6.1
August Kranti Rajdhani,12953,Surat,Mumbai Central,116.1,116.1,Rain,Medium,16.6,Tue,17,23.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,72.6,72.6,Clear,Medium,18.3,Sun,10,16.0
Tejas Express,22119,Kota Jn,Ratlam Jn,138.8,138.8,Clear,Low,11.5,Fri,7,4.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,88.9,88.9,Fog,Low,4.5,Fri,3,22.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,67.6,67.6,Heavy Rain,Low,5.3,Sun,17,26.5
Shatabdi Express,12009,New Delhi,Kota Jn,99.3,99.3,Fog,Medium,5.7,Mon,6,25.5
Shatabdi Express,12009,Surat,Mumbai Central,35.6,35.6,Fog,Medium,11.5,Mon,15,35.0
Tejas Express,22119,Kota Jn,Ratlam Jn,26.1,26.1,Clear,Medium,11.6,Mon,2,13.5
Shatabdi Express,12009,Kota Jn,Ratlam Jn,71.3,71.3,Clear,Low,2.2,Tue,3,4.4
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,67.6,67.6,Rain,Medium,9.5,Fri,3,26.2
August Kranti Rajdhani,12953,Vadodara Jn,Surat,78.2,78.2,Clear,Low,12.4,Tue,22,10.7
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,143.6,143.6,Fog,Low,7.1,Fri,16,18.2
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,88.1,88.1,Clear,Medium,16.7,Mon,8,21.0
Shatabdi Express,12009,Kota Jn,Ratlam Jn,50.6,50.6,Clear,Medium,15.3,Tue,10,16.6
Tejas Express,22119,Vadodara Jn,Surat,27.6,27.6,Clear,Medium,10.1,Thu,17,17.9
Tejas Express,22119,Ratlam Jn,Vadodara Jn,58.8,58.8,Clear,Low,6.8,Sat,21,1.8
Shatabdi Express,12009,Surat,Mumbai Central,102.2,102.2,Fog,Low,7.3,Sun,22,22.3
Shatabdi Express,12009,Kota Jn,Ratlam Jn,85.3,85.3,Clear,Medium,2.4,Sat,13,7.0
Shatabdi Express,12009,New Delhi,Kota Jn,37.7,37.7,Rain,High,0.9,Wed,20,31.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,104.2,104.2,Clear,High,2.6,Sun,3,25.1
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,29.0,29.0,Clear,Low,0.7,Sat,13,0.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,56.9,56.9,Clear,Medium,12.3,Fri,22,15.0
Tejas Express,22119,Kota Jn,Ratlam Jn,84.9,84.9,Rain,High,4.4,Sat,14,29.7
Shatabdi Express,12009,Vadodara Jn,Surat,39.5,39.5,Clear,Low,10.3,Tue,11,7.6
Shatabdi Express,12009,Kota Jn,Ratlam Jn,143.5,143.5,Clear,Low,16.3,Sun,3,10.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,128.7,128.7,Clear,Medium,17.6,Sat,9,20.3
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,69.0,69.0,Clear,Low,4.9,Tue,6,0.1
